"fed9139","Mickael Moreau","2018-11-28 06:13:11 +0100","Improving file loader + bug fixing documentation"
"90402b0","Mickael Moreau","2018-11-28 04:00:45 +0100","Improving git log loader features + improving Timing indicator over final video"
"ec32199","Mickael Moreau","2018-11-27 22:45:33 +0100","In progress"
"7e106ed","Mickael Moreau","2018-11-27 22:29:56 +0100","Création du visuel TimingsIndicatorStory.png par M. Miguel Monwoo, © Monwoo 2018"
"e1b918a","Mickael Moreau","2018-11-27 11:24:36 +0100","In progress"
"5b6827d","Mickael Moreau","2018-11-27 11:24:08 +0100","Adding 'private data' mention since capture may retain end user private data letting him able to use GDPR laws afterward if it happen"
"34e495f","Mickael Moreau","2018-11-27 10:20:16 +0100","Adding demo link"
"df77ab9","Mickael Moreau","2018-11-27 09:55:03 +0100","Bug fix video rendering + dataset reset"
"429f39a","Mickael Moreau","2018-11-27 09:34:47 +0100","Bug fix video rendering + dataset reset"
"2eea562","Mickael Moreau","2018-11-27 08:35:43 +0100","Bug fix timings plan issue + design print mode + etc..."
"708237a","Mickael Moreau","2018-11-27 07:04:49 +0100","Setting up NgPrime styles etc..."
"344cb8c","Mickael Moreau","2018-11-27 05:35:16 +0100","Improving design and ergonomie"
"b872a61","Mickael Moreau","2018-11-27 05:29:17 +0100","Improving design and ergonomie"
"d06219b","Mickael Moreau","2018-11-27 01:14:57 +0100","Improving design and ergonomie"
"416143d","Mickael Moreau","2018-11-26 08:02:12 +0100","Adding Monwoo timings pivot and dependencies"
"6363cd9","Mickael Moreau","2018-11-26 06:35:14 +0100","Improve timings extraction from client folder"
"49aed40","Mickael Moreau","2018-11-26 06:28:19 +0100","Improve timings extraction from client folder"
"7c90b0d","Mickael Moreau","2018-11-26 06:04:58 +0100","Improving storage of Medias files"
"e1d4aa3","Mickael Moreau","2018-11-26 05:19:09 +0100","Improving storage of Medias files"
"b328875","Mickael Moreau","2018-11-26 04:26:30 +0100","adding Demo dataset + improve timings extraction from client folder"
"b16307d","Mickael Moreau","2018-11-26 03:02:25 +0100","In progress"
"41fca54","Mickael Moreau","2018-11-26 03:01:41 +0100","Wording"
"0aa0a98","Mickael Moreau","2018-11-26 03:00:36 +0100","Wording"
"34b877f","Mickael Moreau","2018-11-26 02:59:18 +0100","Add web notification system"
"48394ad","Mickael Moreau","2018-11-26 01:57:46 +0100","Save/load parameters seem ok for V1"
"d8c01ea","Mickael Moreau","2018-11-26 01:49:43 +0100","Save/load parameters seem ok for V1"
"0f36d63","Mickael Moreau","2018-11-26 01:26:16 +0100","Save/load parameters seem ok for V1"
"9004c96","Mickael Moreau","2018-11-26 00:28:39 +0100","linking parameters"
"af1fa67","Mickael Moreau","2018-11-25 22:22:07 +0100","In progress"
"0d71b94","Mickael Moreau","2018-11-25 22:20:50 +0100","In progress"
"a423afc","Mickael Moreau","2018-11-25 22:17:44 +0100","Wording"
"8e72f48","Mickael Moreau","2018-11-25 22:09:14 +0100","Adding parameters"
"ac4ce03","Mickael Moreau","2018-11-25 18:50:01 +0100","Improving documentation about captures folder structure"
"0714b1b","Mickael Moreau","2018-11-25 18:48:36 +0100","Improving documentation about captures folder structure"
"f10d8df","Mickael Moreau","2018-11-25 18:46:16 +0100","Improving documentation about captures folder structure"
"dee80b7","Mickael Moreau","2018-11-25 18:37:50 +0100","'How to pull request' Knowledge transfert"
"15a0329","Mickael Moreau","2018-11-25 18:36:04 +0100","'How to pull request' Knowledge transfert"
"bd96343","Mickael Moreau","2018-11-25 18:32:46 +0100","'How to pull request' Knowledge transfert"
"f0e78a0","Mickael Moreau","2018-11-25 07:50:00 +0100","Transforming from file model to timing model : in progress"
"8e90eeb","Mickael Moreau","2018-11-25 07:45:46 +0100","Transforming from file model to timing model : in progress"
"8afe2f4","Mickael Moreau","2018-11-25 04:17:16 +0100","Adding client's side file loader"
"a1b01c5","Mickael Moreau","2018-11-24 13:09:13 +0100","Improving Design"
"f80bc05","Mickael Moreau","2018-11-24 12:57:13 +0100","Improving Design"
"8da6e13","Mickael Moreau","2018-11-24 10:07:11 +0100","Improving MoonManager dependencies"
"2d00153","Mickael Moreau","2018-11-24 08:55:23 +0100","Ajout des outils pour du web reporting"
"f36b056","Mickael Moreau","2018-11-24 06:52:47 +0100","In progress"
"000ce72","Mickael Moreau","2018-11-24 06:36:19 +0100","In progress"
"ae54c75","Mickael Moreau","2018-11-24 06:35:49 +0100","In progress"
"9d4656a","Mickael Moreau","2018-11-24 06:35:33 +0100","In progress"
"f5ce2c9","Mickael Moreau","2018-11-24 06:31:41 +0100","In progress"
"e16e44b","Mickael Moreau","2018-11-24 06:29:23 +0100","In progress"
"453d5db","Mickael Moreau","2018-11-24 06:28:00 +0100","In progress"
"e5eee60","Mickael Moreau","2018-11-24 06:20:17 +0100","In progress"
"c36a239","Mickael Moreau","2018-11-24 06:19:44 +0100","Opening all routes for V1.0.0 demonstration"
"90f30ff","Mickael Moreau","2018-11-24 06:13:46 +0100","Opening all routes for V1.0.0 demonstration"
"de12c68","Mickael Moreau","2018-11-24 05:23:42 +0100","In progress"
"a21bf5e","Mickael Moreau","2018-11-24 02:49:35 +0100","In progress"
"c95c9fd","Mickael Moreau","2018-11-24 02:23:12 +0100","Merge branch 'master' of https://github.com/Monwoo/MoonManager"
"e1158d8","Mickael Moreau","2018-11-24 02:22:58 +0100","In progress, updating MoonManager primary logo by Miguel Monwoo"
"d6c994b","Monwoo","2018-11-24 02:12:29 +0100","Update README.md"
"1b42a3c","Monwoo","2018-11-24 02:11:22 +0100","Update README.md"
"a2f4429","Monwoo","2018-11-24 02:06:21 +0100","Update README.md"
"127f21e","Monwoo","2018-11-24 02:05:12 +0100","Update README.md"
"f9e52f3","Monwoo","2018-11-24 02:04:34 +0100","Update README.md"
"df42c94","Monwoo","2018-11-24 02:03:36 +0100","Update README.md"
"016c9b0","Mickael Moreau","2018-11-24 01:58:36 +0100","Merge branch 'master' of https://github.com/Monwoo/MoonManager"
"b0c5891","Mickael Moreau","2018-11-24 01:58:22 +0100","In progress, adding MoonManager secondary logo by Miguel Monwoo"
"98cfd77","Monwoo","2018-11-24 01:02:35 +0100","Update README.md"
"d6c72c6","Mickael Moreau","2018-11-24 00:19:58 +0100","In progress"
"f308df5","Mickael Moreau","2018-11-24 00:12:03 +0100","In progress"
"5b7208d","Mickael Moreau","2018-11-24 00:08:19 +0100","In progress"
"62373b4","Mickael Moreau","2018-11-23 22:51:45 +0100","In progress"
"e949c6d","Mickael Moreau","2018-11-23 22:46:47 +0100","In progress, adding MoonManager logo by Miguel Monwoo"
"57d989c","Monwoo","2018-11-23 22:41:52 +0100","Update README.md"
"da2cd84","Mickael Moreau","2018-11-23 22:36:24 +0100","In progress"
"b95db1a","Monwoo","2018-11-23 22:32:00 +0100","Update README.md"
"93282a8","Mickael Moreau","2018-11-23 22:28:24 +0100","In progress"
"b93b3c0","Monwoo","2018-11-23 06:58:51 +0100","Update README.md"
"11a4521","Mickael Moreau","2018-11-23 06:50:52 +0100","Fondations en place, cf README.md, TODO V1 : wordings + code"
"29e0ef4","Monwoo","2018-11-23 05:10:09 +0100","Initial commit"
